138,0,18,5,131
139,1,25,5,132
140,0,45,10,133
141,0,1,1,61
142,0,35,0,134
143,0,50,10,135
144,0,25,9,136
145,0,45,13,137
146,1,35,11,138
147,0,25,14,139
148,1,35,15,140
149,1,18,13,141
150,1,35,4,142
151,1,25,7,143
152,0,25,5,144
153,0,25,5,145
154,1,25,1,146
155,0,25,7,147
156,0,0,14,148
157,0,50,7,149
158,1,18,5,150
159,0,25,10,151
160,0,50,6,152
161,0,25,13,153
162,0,45,4,154
163,0,45,17,155
164,1,18,1,156
165,0,45,7,157
166,0,35,1,158
167,0,45,1,159
168,1,50,1,160
169,1,50,17,161
170,1,45,7,162
171,0,0,15,163
172,0,0,1,164
173,1,25,4,165
174,1,25,8,166
175,0,25,8,167
176,0,18,10,168
177,0,25,1,169
178,0,1,9,170
179,1,18,4,171
180,0,25,3,77
181,0,35,10,172
182,0,25,8,173
183,0,35,11,174
184,1,50,11,175
185,1,35,3,176
186,0,25,7,177
187,0,35,5,178
188,0,25,13,179
189,0,25,4,180
190,0,25,4,181
191,0,35,7,182
192,0,25,5,183
193,0,35,4,184
194,0,35,8,185
195,0,45,2,35
196,0,0,0,186
197,1,18,5,50
198,0,25,2,187
199,0,35,10,188
200,0,25,2,189
201,1,35,7,190
202,1,25,5,191
203,1,50,11,192
204,0,45,6,193
205,1,1,5,194
206,0,35,15,195
207,0,35,14,196
208,1,25,7,197
209,0,35,14,198
210,0,0,19,199
211,1,45,7,200
212,0,25,3,201
213,1,25,11,202
214,0,35,10,203
215,0,18,14,72
216,0,18,1,204
217,0,35,4,205
218,0,25,10,206
219,0,25,11,207
220,0,18,5,208
221,0,25,10,209
222,1,18,5,210
223,1,25,7,211
224,1,50,4,212
225,0,25,5,213
226,0,45,3,214
227,1,18,5,215
228,1,25,11,216
229,1,25,5,217
230,0,45,11,218
231,0,45,8,219
232,0,35,14,220
233,0,0,18,221
234,0,35,7,222
235,1,35,2,223
236,0,45,4,224
237,1,35,4,225
238,0,35,13,226
239,1,18,7,227
240,1,25,5,228
241,0,25,7,229
242,0,25,7,190
243,0,25,0,39
244,0,18,5,230
245,0,18,5,231
246,0,25,14,232
247,0,25,5,233
248,0,25,5,234
249,0,25,3,235
250,0,25,20,236
251,0,35,14,237
252,1,25,11,216
253,0,35,7,238
254,0,18,9,239
255,1,35,16,240
256,0,1,5,241
257,1,18,5,242
258,0,18,5,243
259,1,35,13,244
260,0,25,4,245
261,1,18,5,246
262,0,35,10,150
263,1,35,2,247
264,0,25,3,248
265,1,0,4,249
266,0,18,14,250
267,0,18,14,251
268,1,25,11,252
269,1,18,5,253
270,0,50,14,254
271,0,25,8,255
272,1,50,1,256
273,1,18,5,50
274,0,35,14,257
275,0,18,5,258
276,1,35,4,259
277,1,35,11,260
278,0,25,10,261
279,1,25,11,216
280,1,1,5,262
281,0,18,4,263
282,0,25,10,264
283,0,35,3,265
284,0,25,10,266
285,0,25,5,267
286,0,18,19,268
287,0,25,15,269
288,0,1,16,270
289,0,35,14,271
290,0,18,5,272
291,1,35,10,273
292,0,18,2,274
293,0,25,0,275
294,0,25,7,276
295,1,35,4,277
296,1,25,7,278
297,0,35,3,279
298,0,25,20,280
299,1,25,10,13
300,0,18,5,281
301,0,35,7,282
302,0,18,5,283
303,1,18,5,284
304,0,18,10,285
305,0,45,1,286
306,0,25,5,287
307,0,0,18,288
308,0,35,8,289
309,0,35,7,290
310,0,25,0,291
311,0,45,1,292
312,0,35,15,293
313,1,18,5,294
314,0,25,7,295
315,1,35,1,296
316,0,18,4,297
317,0,0,18,298
318,0,35,10,299
319,0,18,5,300
320,1,45,7,301
321,0,18,5,302
322,0,18,5,303
323,1,18,5,304
324,0,45,0,141
325,0,35,4,305
326,0,18,5,306
327,0,50,4,307
328,0,45,7,196
329,1,35,7,172
330,0,25,9,6
331,0,18,5,308
332,0,45,1,309
333,0,25,11,310
334,0,45,3,311
335,0,18,19,312
336,0,35,8,313
337,1,35,11,314
338,0,35,6,315
339,0,45,14,155
340,1,1,5,316
341,1,25,1,91
342,0,35,14,317
343,1,25,11,318
344,1,25,11,319
345,0,25,1,320
346,0,18,5,110
347,1,18,5,321
348,0,0,18,322
349,0,25,5,14
350,0,0,7,323
351,1,35,10,35
352,0,25,8,324
353,1,25,11,22
354,0,25,5,325
355,1,25,12,326
356,0,25,3,327
357,0,35,7,328
358,0,18,5,74
359,0,50,1,329
360,0,18,5,330
361,1,35,12,331
362,0,18,5,332
363,0,0,14,333
364,0,25,6,120
365,1,18,5,334
366,0,1,5,335
367,0,18,5,336
368,0,18,5,337
369,0,50,2,338
370,0,35,14,339
371,1,25,5,340
372,1,18,1,341
373,0,35,3,342
374,0,1,9,343
375,1,25,1,344
376,0,18,5,345
377,0,35,5,346
378,0,35,10,347
379,0,25,14,348
380,0,25,13,349
381,0,45,14,350
382,0,35,4,351
383,0,50,10,352
384,0,35,2,29
385,0,35,19,353
386,0,25,9,354
387,0,25,1,355
388,1,35,2,356
389,1,35,2,357
390,0,18,5,358
391,0,50,2,359
392,0,18,5,360
393,0,25,4,361
394,0,35,1,362
395,0,0,14,363
396,0,1,5,38
397,0,35,1,364
398,0,25,1,365
399,1,25,4,366
400,1,45,17,367
401,0,25,14,368
402,0,35,1,369
403,1,25,10,97
404,1,18,17,370
405,0,50,7,371
406,0,25,14,372
407,0,18,5,373
408,0,45,4,374
409,1,25,13,375
410,0,25,7,376
411,0,25,7,377
412,0,0,7,378
413,0,18,10,379
414,0,35,7,0
415,1,18,5,380
416,1,25,1,142
417,1,0,16,381
418,0,35,6,382
419,0,50,7,383
420,1,35,10,35
421,0,25,9,23
422,0,0,1,384
423,1,35,15,385
424,0,18,5,386
425,0,0,7,387
426,0,50,20,388
427,0,25,5,50
428,0,25,5,389
429,0,35,8,390
430,0,18,15,265
431,0,18,9,391
432,0,25,13,392
433,1,1,5,393
434,0,18,14,394
435,1,25,4,395
436,1,25,1,120
437,1,50,4,396
438,1,18,4,397
439,0,25,1,398
440,0,50,0,399
441,0,18,5,400
442,0,35,19,401
443,1,50,6,402
444,0,18,2,403
445,0,0,7,190
446,0,25,4,157
447,0,18,9,404
448,0,18,11,405
449,1,35,7,406
450,0,1,5,407
451,0,35,4,408
452,0,18,5,409
453,0,0,1,410
454,0,45,4,411
455,0,18,0,412
456,1,25,19,413
457,0,45,0,414
458,0,18,5,415
459,1,35,1,416
460,0,1,5,417
461,1,18,5,418
462,1,45,17,419
463,0,0,2,420
464,0,25,1,421
465,0,18,5,422
466,0,25,14,423
467,0,25,14,424
468,0,0,7,425
469,0,18,10,404
470,0,1,5,426
471,0,18,5,427
472,0,25,5,428
473,0,50,3,429
474,0,25,10,430
475,0,25,5,431
476,1,18,5,432
477,0,25,1,370
478,0,25,7,433
479,0,0,18,434
480,0,0,18,435
481,1,18,5,436
482,0,25,8,206
483,0,25,5,437
484,1,35,7,438
485,0,35,7,439
486,0,18,14,440
487,0,45,0,441
488,0,0,1,352
489,1,25,13,442
490,1,35,2,443
491,0,0,7,444
492,0,18,14,445
493,1,35,4,446
494,0,25,14,447
495,1,18,5,50
496,0,18,5,448
497,0,25,2,449
498,0,35,10,450
499,0,25,4,451
500,0,18,5,452
501,0,18,5,453
502,1,50,2,38
503,1,35,2,454
504,1,25,1,455
505,0,45,10,456
506,1,18,2,457
507,0,25,15,458
508,0,18,4,459
509,0,25,1,460
510,0,18,5,461
511,0,25,1,462
512,0,35,4,463
513,0,25,10,464
514,0,50,15,465
515,1,50,11,404
516,0,18,5,287
517,1,45,2,219
518,0,18,1,466
519,0,0,17,467
520,0,18,5,468
521,0,35,14,469
522,1,50,4,470
523,0,0,7,471
524,1,25,4,472
525,0,25,15,473
526,0,25,11,474
527,0,18,5,152
528,1,45,4,475
529,0,25,14,476
530,1,25,19,477
531,0,18,5,478
532,0,35,11,479
533,0,18,5,480
534,1,45,7,481
535,0,35,14,482
536,0,35,14,78
537,0,25,8,483
538,1,50,4,484
539,0,25,14,423
540,1,18,5,485
541,0,18,5,486
542,0,25,8,487
543,1,35,1,488
544,0,25,0,489
545,0,35,3,490
546,0,50,7,491
547,0,50,2,492
548,0,35,8,493
549,1,1,5,494
550,0,25,10,50
551,0,45,1,495
552,0,0,7,496
553,0,25,8,496
554,1,25,7,497
555,1,35,7,498
556,1,25,2,146
557,1,0,2,499
558,0,0,3,328
559,0,25,5,29
560,0,18,14,500
561,1,50,4,501
562,1,35,11,502
563,0,0,18,503
564,0,35,5,385
565,0,18,5,504
566,0,18,9,29
567,0,35,7,505
568,0,25,7,506
569,0,25,7,504
570,0,25,13,507
571,0,50,7,80
572,0,0,18,508
573,0,0,7,509
574,0,25,15,510
575,0,45,3,511
576,1,35,5,512
577,0,25,4,513
578,0,25,7,142
579,0,1,5,514
580,0,35,1,515
581,0,1,5,516
582,0,35,14,517
583,0,25,5,518
584,0,0,11,519
585,0,18,5,520
586,0,25,1,521
587,1,18,5,522
588,0,18,6,523
589,0,50,7,524
590,1,0,11,525
591,0,18,5,526
592,1,25,7,143
593,0,45,7,527
594,0,25,10,528
595,0,18,13,529
596,0,18,1,530
597,1,35,15,531
598,1,18,5,532
599,0,25,10,533
600,1,18,13,534
601,1,45,1,535
602,0,18,10,536
603,0,35,7,537
604,0,25,14,538
605,0,25,10,539
606,1,45,17,184
607,0,18,1,29
608,1,1,5,13
609,0,18,5,540
610,0,45,11,541
611,0,35,7,542
612,1,35,15,543
613,0,50,7,544
614,0,35,7,545
615,0,0,8,302
616,1,25,2,546
617,1,1,5,547
618,0,1,5,548
619,1,18,2,549
620,0,1,5,63
621,0,25,10,550
622,1,50,7,551
623,0,18,5,161
624,0,25,10,552
625,0,18,8,553
626,0,18,14,554
627,0,1,16,555
628,1,45,1,475
629,1,25,17,449
630,1,18,5,556
631,0,18,5,287
632,0,35,10,50
633,0,35,14,70
634,0,18,1,557
635,0,45,7,558
636,0,25,1,559
637,0,45,14,560
638,1,35,11,561
639,0,18,5,74
640,0,18,5,562
641,1,18,5,563
642,0,35,8,564
643,0,50,18,565
644,0,25,10,130
645,1,1,5,566
646,0,35,7,567
647,0,35,14,568
648,0,18,5,569
649,0,35,14,137
650,0,0,18,570
651,0,35,1,490
652,0,25,3,35
653,1,25,5,571
654,1,50,17,572
655,0,45,7,573
656,1,25,16,574
657,0,25,10,380
658,0,25,7,575
659,0,25,5,576
660,0,25,10,577
661,0,0,11,578
662,0,25,1,579
663,0,25,14,580
664,0,25,4,581
665,0,35,4,582
666,0,35,11,583
667,1,25,2,256
668,0,35,1,120
669,0,25,0,584
670,0,18,10,585
671,1,50,4,586
672,0,50,7,587
673,1,1,5,65
674,0,25,1,588
675,0,25,10,589
676,0,18,1,590
677,0,50,7,591
678,1,18,5,592
679,0,25,6,593
680,1,35,15,594
681,0,18,10,595
682,0,35,11,596
683,0,25,5,50
684,1,25,11,433
685,0,25,7,597
686,1,25,17,598
687,1,35,4,599
688,0,25,1,600
689,0,35,19,601
690,0,25,7,602
691,0,25,14,603
692,1,35,17,604
693,0,0,10,605
694,0,25,2,379
695,0,0,1,606
696,0,25,1,607
697,1,25,10,608
698,0,35,1,609
699,0,1,5,610
700,1,50,11,611
701,0,35,1,612
702,0,25,7,169
703,1,50,11,613
704,1,18,5,614
705,0,18,5,287
706,1,0,11,615
707,1,25,12,616
708,0,18,1,617
709,0,18,5,618
710,1,18,5,619
711,1,18,5,620
712,1,35,1,621
713,0,25,14,622
714,0,18,0,623
715,1,35,4,624
716,0,18,0,625
717,0,35,0,626
718,1,35,1,627
719,1,45,4,628
720,1,18,9,629
721,1,50,12,630
722,0,25,3,631
723,0,25,3,632
724,0,18,5,290
725,1,25,4,633
726,0,25,5,30
727,0,0,3,555
728,0,18,5,634
729,1,25,8,635
730,1,35,7,636
731,1,25,1,637
732,1,35,1,416
733,1,25,1,280
734,1,25,17,638
735,1,45,2,444
736,0,25,10,639
737,0,35,0,640
738,0,35,0,641
739,1,25,7,114
740,0,25,2,280
741,0,35,5,642
742,0,25,10,643
743,0,35,15,644
744,0,35,2,157
745,0,25,14,645
746,0,18,1,646
747,0,25,4,647
748,0,25,1,648
749,0,25,4,649
750,1,18,1,523
751,0,0,18,650
752,0,0,19,623
753,1,0,11,496
754,1,35,7,651
755,1,25,16,652
756,0,25,5,152
757,0,25,5,255
758,1,18,5,653
759,1,35,1,654
760,0,1,5,655
761,0,25,4,656
762,0,25,8,657
763,1,25,7,658
764,0,25,5,659
765,0,35,1,192
766,0,0,14,176
767,0,25,4,660
768,0,35,3,661
769,0,25,5,521
770,0,25,5,662
771,0,50,2,663
772,0,18,5,50
773,0,25,5,664
774,0,45,3,665
775,0,25,11,666
776,0,0,10,333
777,0,25,5,667
778,0,25,5,668
779,0,45,10,669
780,0,18,5,670
781,1,18,13,671
782,0,25,15,672
783,0,45,4,673
784,0,25,14,674
785,1,35,14,675
786,1,18,5,676
787,0,50,4,677
788,0,25,1,678
789,0,25,0,679
790,0,25,7,680
791,0,35,10,681
792,0,18,5,682
793,0,25,7,683
794,0,25,10,684
795,1,25,2,685
796,1,35,1,686
797,1,35,2,687
798,1,45,4,688
799,0,25,10,65
800,0,18,2,689
801,0,35,4,690
802,0,0,4,378
803,0,35,7,582
804,1,25,1,120
805,0,25,15,146
806,1,35,17,185
807,0,45,19,691
808,1,50,15,692
809,1,0,1,693
810,1,35,7,694
811,0,18,0,695
812,1,1,5,696
813,0,25,1,697
814,0,25,1,698
815,0,25,1,170
816,0,18,5,699
817,0,25,11,38
818,0,0,4,700
819,0,18,5,701
820,0,35,14,512
821,1,25,11,702
822,0,25,13,703
823,0,25,1,704
824,0,35,14,705
825,0,25,13,706
826,1,18,14,707
827,0,25,11,400
828,0,45,2,708
829,0,45,10,709
830,0,18,1,710
831,0,18,0,607
832,0,25,2,711
833,0,25,1,712
834,1,35,3,713
835,0,35,13,714
836,1,35,13,433
837,0,18,5,715
838,1,35,9,716
839,0,35,13,259
840,0,45,20,717
841,0,35,2,718
842,0,35,11,547
843,0,18,14,719
844,0,0,20,720
845,0,25,6,721
846,0,25,5,722
847,0,45,14,468
848,1,1,5,723
849,0,25,0,724
850,0,18,1,725
851,0,45,4,285
852,0,45,2,726
853,1,25,5,449
854,0,50,11,727
855,1,35,15,728
856,1,35,4,729
857,0,0,7,730
858,1,18,1,731
859,1,0,18,732
860,1,35,5,733
861,0,25,3,734
862,0,1,5,602
863,0,25,10,735
864,0,25,13,202
865,0,45,1,736
866,0,18,8,737
867,0,18,10,738
868,0,25,5,452
869,0,18,5,739
870,0,25,3,740
871,1,18,5,741
872,1,45,4,742
873,0,35,8,743
874,1,18,5,744
875,0,35,1,745
876,0,25,1,746
877,1,50,7,329
878,1,25,4,65
879,0,1,5,356
880,0,35,15,747
881,0,35,14,748
882,0,45,11,749
883,0,35,14,65
884,1,25,1,750
885,0,18,5,582
886,1,1,5,751
887,0,35,8,752
888,0,18,0,574
889,0,25,5,14
890,1,50,4,753
891,0,35,1,754
892,0,25,5,755
893,0,45,7,756
894,1,25,11,191
895,0,25,2,757
896,0,25,1,758
897,0,18,12,373
898,0,25,1,341
899,0,0,18,759
900,0,35,3,760
901,1,45,13,761
902,0,25,7,762
903,1,1,5,763
904,0,25,1,764
905,0,45,11,765
906,1,25,1,693
907,1,35,11,766
908,1,50,7,767
909,0,25,17,768
910,1,35,2,769
911,0,50,1,770
912,0,25,5,771
913,1,35,1,772
914,0,50,9,773
915,0,25,14,774
916,1,18,5,775
917,0,35,8,776
918,0,25,1,521
919,1,25,13,777
920,1,18,5,778
921,1,25,4,584
922,0,18,5,779
923,0,25,1,780
924,1,18,19,781
925,0,45,9,782
926,0,18,10,783
927,0,18,5,449
928,0,35,8,443
929,1,25,8,784
930,0,0,7,785
931,0,0,7,786
932,0,25,5,787
933,0,0,14,78
934,0,35,20,788
935,0,18,1,789
936,0,45,7,639
937,1,35,0,790
938,1,25,5,791
939,0,25,4,72
940,0,18,5,792
941,1,45,11,793
942,0,18,5,794
